,text,sentiment
1732,Nicest Chinese restaurant I've been in a while.,1
1733,"Overall, I like there food and the service.",1
1734,They also now serve Indian naan bread with hummus and some spicy pine nut sauce that was out of this world.,1
1737,"Try them in the airport to experience some tasty food and speedy, friendly service.",1
1738,I love the decor with the Chinese calligraphy wall paper.,1
1739,Never had anything to complain about here.,1
1740,The restaurant is very clean and has a family restaurant feel to it.,1
1745,There was a warm feeling with the service and I felt like their guest for a special treat.,1
1746,An extensive menu provides lots of options for breakfast.,1
1747,"I always order from the vegetarian menu during dinner, which has a wide array of options to choose from.",1
1749,Wonderful lil tapas and the ambience made me feel all warm and fuzzy inside.,1
1750,"I got to enjoy the seafood salad, with a fabulous vinegrette.",1
1751,"The wontons were thin, not thick and chewy, almost melt in your mouth.",1
1752,"Level 5 spicy was perfect, where spice didn't over-whelm the soup.",1
1753,We were sat right on time and our server from the get go was FANTASTIC!,1
1755,"When I'm on this side of town, this will definitely be a spot I'll hit up again!",1
1757,This is a GREAT place to eat!,1
1758,The jalapeno bacon is soooo good.,1
1760,"Food was good, service was good, Prices were good.",1
1764,"I'm so happy to be here!!!""",1
1766,One of the few places in Phoenix that I would definately go back to again .,1
1767,The block was amazing.,1
1768,"It's close to my house, it's low-key, non-fancy, affordable prices, good food.",1
1769,* Both the Hot & Sour & the Egg Flower Soups were absolutely 5 Stars!,1
1771,Great time - family dinner on a Sunday night.,1
1774,The flair bartenders are absolutely amazing!,1
1776,These were so good we ordered them twice.,1
1780,I had a pretty satifying experience.,1
1781,Join the club and get awesome offers via email.,1
1782,"Perfect for someone (me) who only likes beer ice cold, or in this case, even colder.",1
1785,The nachos are a MUST HAVE!,1
1787,"I don't have very many words to say about this place, but it does everything pretty well.",1
1788,"The staff is super nice and very quick even with the crazy crowds of the downtown juries, lawyers, and court staff.",1
1789,"Great atmosphere, friendly and fast service.",1
1790,When I received my Pita it was huge it did have a lot of meat in it so thumbs up there.,1
1793,The classic Maine Lobster Roll was fantastic.,1
1795,So good I am going to have to review this place twice - once hereas a tribute to the place and once as a tribute to an event held here last night.,1
1796,"The chips and salsa were really good, the salsa was very fresh.",1
1797,This place is great!!!!!!!!!!!!!!,1
1799,Once you get inside you'll be impressed with the place.,1
1801,And service was super friendly.,1
1803,This place was such a nice surprise!,1
1804,They were golden-crispy and delicious.,1
1806,I could eat their bruschetta all day it is devine.,1
1808,"Lastly, the mozzarella sticks, they were the best thing we ordered.",1
1809,"The first time I ever came here I had an amazing experience, I still tell people how awesome the duck was.",1
1814,I love this place.,1
1815,I can say that the desserts were yummy.,1
1817,The seasonal fruit was fresh white peach puree.,1
1822,I love that they put their food in nice plastic containers as opposed to cramming it in little paper takeout boxes.,1
1823,The crêpe was delicate and thin and moist.,1
1833,"Best service and food ever, Maria our server was so good and friendly she made our day.",1
1834,They were excellent.,1
1836,Just had lunch here and had a great experience.,1
1839,I recently tried Caballero's and I have been back every week since!,1
1841,The food came out at a good pace.,1
1842,"I ate there twice on my last visit, and especially enjoyed the salmon salad.",1
1847,"In fact I'm going to round up to 4 stars, just because she was so awesome.",1
1850,the potatoes were great and so was the biscuit.,1
1852,So flavorful and has just the perfect amount of heat.,1
1853,The price is reasonable and the service is great.,1
1856,"Went in for happy hour, great list of wines.",1
1857,Some may say this buffet is pricey but I think you get what you pay for and this place you are getting quite a lot!,1
1860,"This place is pretty good, nice little vibe in the restaurant.",1
1861,Talk about great customer service of course we will be back.,1
1863,I love their fries and their beans.,1
1864,Always a pleasure dealing with him.,1
1865,"They have a plethora of salads and sandwiches, and everything I've tried gets my seal of approval.",1
1866,This place is awesome if you want something light and healthy during the summer.,1
1867,"For sushi on the Strip, this is the place to go.",1
1868,"The service was great, even the manager came and helped with our table.",1
1872,"All in all an excellent restaurant highlighted by great service, a unique menu, and a beautiful setting.",1
1873,My boyfriend and i sat at the bar and had a completely delightful experience.,1
1877,Go To Place for Gyros.,1
1878,"I love the owner/chef, his one authentic Japanese cool dude!",1
1882,We definately enjoyed ourselves.,1
1888,Seriously killer hot chai latte.,1
1890,My boyfriend tried the Mediterranean Chicken Salad and fell in love.,1
1891,Their rotating beers on tap is also a highlight of this place.,1
1894,If you stay in Vegas you must get breakfast here at least once.,1
1895,I want to first say our server was great and we had perfect service.,1
1896,The pizza selections are good.,1
1897,"I had strawberry tea, which was good.",1
1899,"Overall, a great experience.",1
1901,Their regular toasted bread was equally satisfying with the occasional pats of butter... Mmmm...!,1
1907,The chips and sals a here is amazing!!!!!!!!!!!!!!!!!!!,1
1909,This is my new fav Vegas buffet spot.,1
1922,"Every time I eat here, I see caring teamwork to a professional degree.",1
2001,"Good case, Excellent value.",1
2002,Great for the jawbone.,1
2004,The mic is great.,1
2007,If you are Razr owner...you must have this!,1
2010,And the sound quality is great.,1
2011,He was very impressed when going from the original battery to the extended battery.,1
2013,Very good quality though,1
2015,Highly recommend for any one who has a blue tooth phone.,1
2017,So Far So Good!.,1
2018,Works great!.,1
2021,I bought this to use with my Kindle Fire and absolutely loved it!,1
2023,I have yet to run this new battery below two bars and that's three days without charging.,1
2025,Great Pocket PC / phone combination.,1
2026,I've owned this phone for 7 months now and can say that it's the best mobile phone I've had.,1
2031,This product is ideal for people like me whose ears are very sensitive.,1
2034,Car charger as well as AC charger are included to make sure you never run out of juice.Highy recommended,1
2036,It has kept up very well.,1
2038,The case is great and works fine with the 680.,1
2040,"It has a great camera thats 2MP, and the pics are nice and clear with great picture quality.",1
2042,Nice headset priced right.,1
2044,Excellent bluetooth headset.,1
2045,It has all the features I want,1
2048,This case seems well made.,1
2051,good protection and does not make phone too bulky.,1
2052,A usable keyboard actually turns a PDA into a real-world useful machine instead of just a neat gadget.,1
2053,This phone is pretty sturdy and I've never had any large problems with it.,1
2054,I love this thing!,1
2055,Everything about it is fine and reasonable for the price i.e.,1
2057,I even dropped this phone into a stream and it was submerged for 15 seconds and it still works great!,1
2058,I have been very happy with the 510 and have had NO complaints from any one regarding my sound quality on their end.,1
2061,"I really recommend this faceplates since it looks very nice, elegant and cool.",1
2062,These headphones were a great find - and I think they are perhaps the best purchase I've made in the last several years - seriously.,1
2067,It feels more comfortable than most headsets because I wear glasses and that gets in the way sometimes.,1
2068,Great for iPODs too.,1
2069,This device is great in several situations:1.),1
2072,Great choice!,1
2073,Nice docking station for home or work.,1
2074,This is a beautiful phone.,1
2075,Love this product.,1
2077,This is a great little item.,1
2078,"I love this phone , It is very handy and has a lot of features .",1
2080,I wear it everyday and it holds up very well.,1
2082,"Well packaged, arrived on time, and works as intended.",1
2085,The headsets are easy to use and everyone loves them.,1
2086,This phone works great.,1
2088,Product was excellent and works better than the verizon one and Boy was it cheaper!,1
2089,The phone loads super!,1
2091,Made very sturdy.,1
2092,Worked great!.,1
2095,Will order from them again!,1
2098,Best I've found so far .... I've tried 2 other bluetooths and this one has the best quality (for both me and the listener) as well as ease of using.,1
2100,Integrated seamlessly with the Motorola RAZR phone.,1
2102,Definitely a bargain.,1
2103,The price was very good and with the free shipping and all it was a good purchase.,1
2105,"Pros:-Good camera - very nice pictures , also has cool styles like black and white, and more.",1
2107,"I love my 350 headset.. My Jabra350 bluetooth headset is great, the reception is very good and the ear piece is a comfortable fit.",1
2110,"Sound quality on both end is excellent, I use headset to call my wife and ask my wife to use headset to call me !2.",1
2111,This phone is slim and light and the display is beautiful.,1
2112,its a little geeky but i think thats its sex on toast and it rocks and oozes sex right down to its battery embedded sleek stylish leather case.,1
2113,"Great product, fast shipping!.",1
2114,Absolutely great.,1
2115,The keyboard is a nice compromise between a full QWERTY and the basic cell phone number keypad.,1
2117,It is very comfortable on the ear.,1
2118,It has been a winner for us.,1
2119,)Setup couldn't have been simpler.,1
2120,I've tried several different earpieces for my cell phone and this Jabra one is the first one I've found that fits my ear comfortably.,1
2122,Iam very pleased with my purchase.,1
2124,Gets the job done.,1
2125,Great audio!.,1
2128,"I've only had my bluetooth for a few weeks, but I really like it.",1
2130,It is so small and you don't even realize that it is there after a while of getting used to it.,1
2131,The accompanied software is almost brilliant.,1
2132,Headset works great & was packaged nicely to avoid any damage.,1
2133,!I definitly recommend!!,1
2136,Very good stuff for the price.,1
2137,My headset works just peachy-keen.,1
2139,Voice recognition is tremendous!,1
2145,I got this phone on reccomendation from a relative and I'm glad I did.,1
2152,I had absolutely no problem with this headset linking to my 8530 Blackberry Curve!,1
2153,"I know that sounds funny, but to me it seemed like sketchy technology that wouldn't work well.Well, this one works great.",1
2155,This phone is very fast with sending any kind of messages and web browsing is significantly faster than previous phones i have used.,1
2156,"Nice quality build, unlike some cheap s*** out there.",1
2157,This item is fantastic and works perfectly!,1
2158,And I just love the colors!,1
2159,W810i is just SUPERB.,1
2161,Great charger.,1
2163,Works like a charm; it work the same as the one I got with the phone.,1
2165,Great Value.,1
2167,"The look of it is very sharp and the screen is nice and clear, with great graphics.",1
2170,EXCELLENT SERVICE!!!!!!!!.,1
2173,The iGo chargers and tips are really great.,1
2174,The file browser offers all the options that one needs.Handsfree is great.,1
2175,Superb Phone on a Great Network.,1
2176,"I connected my wife's bluetooth,(Motorola HS850) to my phone and it worked like a charm whether the phone was in my pocket or the case.",1
2182,The sound quality is good and functionality is awesome.,1
2185,Incredible!.,1
2187,Great phone!.,1
2191,Any ring tone..Overall good phone to buy..,1
2192,Lately they have been extremely nice and helpful on the phone.,1
2195,"Light weight, I hardly notice it is there.",1
2196,You'll love how thin it is.,1
2200,"The color is even prettier than I thought it would be, and the graphics are incredibly sharp.",1
2201,All in all I think it was a good investment.,1
2203,The best electronics of the available FM Transmitters.,1
2205,"great headset, very impressed - H500.",1
2206,"The ""1.2"" mega pixel camera, being a part of a phone, is reasonably good7.",1
2207,I've had this for nearly 2 years and it has worked great for me.,1
2208,Good transmit audio.,1
2212,Great price also!,1
2213,"The range is very decent, I've been able to roam around my house with the phone in the living room with no reception/sound quality issues.",1
2214,fast service.,1
2215,I would highly recommend this.,1
2216,I would recommend this.,1
2219,I'm still infatuated with this phone.,1
2222,"Simple, lightweight and great fit.",1
2225,These are certainly very comfortable and functionality is decent.,1
2226,I usually don't like headbands but this one is very lightweight & doesn't mess up my hair.,1
2233,Great sound and service.,1
2234,Really pleased with this product so far.,1
2235,One of my favorite purchases ever.,1
2236,best bluetooth on the market.,1
2237,Authentic leather with nice shine and comfort .I recommend you this case !!,1
2238,I was very excited to get this headset because I thought it was really cute.,1
2245,Worth every penny.,1
2246,Excellent wallet type phone case.,1
2247,Nice headphones for the price and they work great!,1
2249,"It is very comfortable to wear as well, which is probably the most important aspect about using a case.",1
2250,"It's fits like a glove and is strong, secure, and durable.",1
2251,O my gosh the best phone I have ever had.,1
2252,It's very attractive and appears to be of good quality.,1
2253,I love all the features and form factor.,1
2257,Great Earpiece.,1
2258,Excellent hands free tool.,1
2259,Great for using with your home stereo.,1
2260,Good product - incredible value.,1
2261,Only had this a month but it's worked flawlessly so far.,1
2262,Works great.,1
2265,Battery life is real good.,1
2267,It's a great item.,1
2269,Love this headset!,1
2271,Worked perfectly!,1
2273,I gave it 5 stars because of the sound quality.,1
2275,Reversible plug works great.,1
2277,Very good phone.,1
2278,"Best of all is the rotating feature, very helpful.",1
2279,Comfort for our whole family.,1
2280,"Good product, good seller.",1
2281,I love this bluetooth!,1
2283,I am very impressed with this headset from Plantronics.,1
2284,I got it because it was so small and adorable.,1
2285,Great phone!.,1
2289,"This item is great, installed it, let it charged up overnite and it has been working good every since with no problems",1
2290,Great Phone.,1
2292,Excellent Phone.,1
2294,The voice recognition thru the handset is excellent.,1
2295,This is hands down the best phone I've ever had.,1
2296,"Works great, when my cat attacked the phone he scratched the protective strip instead of destroying the screen.",1
2297,This one works and was priced right.,1
2301,Now I know that I made a wise decision.,1
2302,Someone shouldve invented this sooner.,1
2303,Good price.,1
2304,Everything worked on the first try.The device was certainly engineered in a clever way and the construction feels good.,1
2305,I received it quickly and it works great!!,1
2306,Has been working great.,1
2310,"This is a good battery, and it got here really fast.",1
2312,Also its slim enough to fit into my alarm clock docking station without removing the case.,1
2313,Phone now holds charge like it did when it was new.,1
2316,We have gotten a lot of compliments on it.,1
2317,This is definitely a must have if your state does not allow cell phone usage while driving.,1
2319,I love this device.,1
2320,I am also very happy with the price.,1
2323,I was able to do voice dialing in the car with no problem.,1
2325,"good item, low price.",1
2330,VERY comfortable.,1
2331,The battery is working well as a replacement for the original that came with the phone over 2 years ago.,1
2332,The reception is excellent!,1
2333,"It fits comfortably in either ear, the sound is clear and loud, and the charge lasts a couple of days.",1
2334,"very clear, quality sound and you don't have to mess with the sound on your iPod since you have the sound buttons on the headset.",1
2340,Excellent sound quality.,1
2343,New Battery works great in phone.,1
2345,"I've dropped my phone more times than I can say, even on concrete and my phone is still great (knock on wood!).",1
2347,Good audio quality.,1
2348,This little device has transformed my organizational capability and made my life a whole lot easier.,1
2351,Works like a charm.. Works as advertised.,1
2352,"Comfortable, Nice Range, Good Battery Life.",1
2359,"The microphone also works well, but (according to people I have called) it applifies everything.",1
2360,Nice design and quality.,1
2362,"It is light, easy to use, and has very clear reception and transmission.",1
2364,It definitely was not as good as my S11.,1
2365,awesome device.,1
2367,"I had ordered a motorola data cable, got a very well finished and working product.",1
2368,Love This Phone.,1
2369,I was looking for this headset for a long time and now that I've got it I couldn't be happier.,1
2371,Display is excellent and camera is as good as any from that year.,1
2372,Battery life is also great!,1
2376,Protects the phone on all sides.,1
2378,"Clear Skype Calls, Long Battery Life, Long Range.",1
2380,Great Hands Free Device.,1
2381,"you can even take self portraits with the outside (exterior) display, very cool.",1
2383,After trying many many handsfree gadgets this is the one that finally works well.,1
2384,Magical Help.,1
2387,The best phone in market :).,1
2388,It worked very well.,1
2389,The company shipped my product very promptly and it works well.,1
2390,Exactly what I wanted.,1
2392,This is a great deal.,1
2393,"Excellent product, I am very satisfied with the purchase.",1
2394,I highly recommend these and encourage people to give them a try.,1
2395,Better than you'd expect.,1
2397,Great product and price.,1
2398,"Sounds good reasonably priced and effective, Its that simple !",1
2401,Very prompt service.,1
2402,Excellent product for the price.,1
2403,Very pleased with this headset.,1
2405,I especially love the long battery life.,1
2407,Works great.,1
2408,Plantronics Bluetooth Excelent Buy.,1
2411,I highly recommend this device to everyone!,1
2412,Jawbone Era is awesome too!,1
2415,"I have used several phone in two years, but this one is the best.",1
2416,An Awesome New Look For Fall 2000!.,1
2420,Price is good too.,1
2423,I'm using it with an iriver SPINN (with case) and it fits fine.,1
2425,"Overall, I am psyched to have a phone which has all my appointments and contacts in and gets great reception.",1
2426,"every thing on phone work perfectly, she like it.",1
2428,IT'S REALLY EASY.,1
2429,My Sanyo has survived dozens of drops on blacktop without ill effect.,1
2430,Fantastic earphones.,1
2431,It finds my cell phone right away when I enter the car.,1
2433,I highly recommend this modest priced cellular phone.,1
2434,But it does get better reception and clarity than any phone I've had before.,1
2437,Awsome Device Works Great!!.,1
2443,Restored my phone to like new performance.,1
2444,"I would recommend purchasing the Jabra JX-10 series 2 which works flawlessly with my Moto Q, go figure.",1
2445,"I searched the Internet, and found this one to be the best value.",1
2447,Very happy with this product.,1
2448,"The screen size is big, key pad lit well enough, and the camera quality is excellent for a camera phone.",1
2450,"i'm glad i found this product on amazon it is hard to find, it wasn't high priced.",1
2451,Portable and it works.,1
2452,"My colleague & I now get great reception.A little expensive, but performance is great.",1
2456,Timely shipment and quality product.,1
2457,Nice solid keyboard.,1
2458,Very well made and fits my Surefire GX2 perfectly.,1
2461,We would recommend these to others.,1
2465,The battery works great!,1
2469,"Looks great and is strong.""",1
2470,"I have had TMobile service for 2 or 3 years now, and I am pretty happy with it.",1
2473,Great software for Motorolas.,1
2474,The delivery was on time.,1
2475,Very easy to use.,1
2478,"It holds a charge for a long time, is reasonably comfortable under long-wearing conditions and the quality of sound is tremendous.",1
2480,The keyboard is really worthwhile in usefulness and is sturdy enough I don't expect any problems.,1
2482,"After charging overnight, these batteries work great.",1
2483,You won't regret it!,1
2484,I love this phone!.,1
2490,This PDA rocks.,1
2491,"It is super charged up for use as a small hybrid palmtop/camera/cellphone, and excels in those roles.",1
2492,"I would definitely recommend the Jabra BT250v for those who are looking for comfort, clarity and a great price!",1
2493,I had Verizon 2 years ago and really liked their service.,1
2496,Works as described.,1
2499,WELL IM SATISFIED.,1
2500,"The bose noise cancelling is amazing, which is very important for a NYC commuter.",1
2501,This battery is an excellent bargain!,1
2504,I wear glasses and it fits fine with them.,1
2508,great...no problems at all!.,1
2510,This frog phone charm is adorable and very eye catching.,1
2512,The sound is clear and the people I talk to on it are amazed at the quality too.,1
2513,I got the aluminum case for my new Palm VX and it worked really well--it has protected my handheld perfectly so far.,1
2514,"very good product, well made.",1
2515,Mobile Phone Tools are a must have.,1
2516,I am very impressed with the job that Motorola did on the sturdiness of this phone.,1
2517,"I received my orders well within the shipping timeframe, everything was in good working order and overall, I am very excited to have this source.",1
2518,The phone is sturdy and waterproof.,1
2521,Thanks again to Amazon for having the things I need for a good price!,1
2522,I ended up sliding it on the edge of my pants or back pockets instead.,1
2523,I had to go to a store and bought a new NOKIA phone which is working great.,1
2524,Works great!.,1
2527,The noise shield is incrediable.,1
2529,Razr Battery - Good buy.,1
2530,Keep up the good work Amazon!!,1
2534,Great case and price!,1
2536,"Bluetooth range is good - a few days ago I left my phone in the trunk, got a call, and carried the conversation without a hitch.",1
2537,"Small, sleek, impressive looking, practical setup with ample storage in place.",1
2538,The eargels channel the sound directly into your ear and seem to increase the sound volume and clarity.,1
2540,I am glad I purchased it.,1
2545,"No shifting, no bubbling, no peeling, not even a scratch, NOTHING!I couldn't be more happier with my new one for the Droid.",1
2549,"I own a Jabra Earset and was very happy with it, but the sound quality, especially outgoing, on this is better.",1
2550,"I love the camera, it's really pretty good quality.",1
2551,Thank you for such great service.,1
2552,Its a total package.,1
2553,"The seller is very understanding and patient, I would definitely buy from them again.",1
2556,Great product for the price!.,1
2557,"I have purchased these for both family and friends, and all enjoy their clarity and ease of use",1
2558,Virgin Wireless rocks and so does this cheap little phone!,1
2562,"All in all, I'm quite satisfied with this purchase.",1
2567,"Great it was new packaged nice works good, no problems and it came in less time then I expected!!!!",1
2568,Great Product.,1
2571,This fixes all the problems.,1
2573,I am very happy,1
2574,"I've had no trouble accessing the Internet, downloading ringtones or performing any of the functions.",1
2578,It does everything the description said it would.,1
2580,"It works great with a car charger, especially if you cannot plug in two adapters at the same time.",1
2583,"It plays louder than any other speaker of this size; the price is so low that most would think the quality is lacking, however, it's not.",1
2584,Better than expected.,1
2586,Battery is holding up well.,1
2591,Linked to my phone without effort.,1
2592,THey are so cool!,1
2593,Easy to use.,1
2594,Better Than New.,1
2597,A pretty good product.,1
2598,This is a great phone!.,1
2599,"For the price on Amazon, it is an excellent product, which I would highly recommend.",1
2600,Their Research and Development division obviously knows what they're doing.,1
2602,Those phones are working just fine now.,1
2603,I am more than happy with this product.,1
2606,"Overall, I would recommend this phone over the new Walkman.",1
2609,It fits my ear well and is comfortable on.,1
2611,clipping this to your belt will deffinitely make you feel like 50 cent's up-and-coming.,1
2612,I like design and look of Jabra behing the ear headsets and 5020 is pretty comfortible to wear 24 hours a day without pain in the ear.,1
2613,I was amazed at the quick arrival of the two original lg cell phone batteries and and at a fraction of the price.,1
2619,Worked very well paired with a Treo 700w and as a Skype headset on my PC (using a USB Bluetooth transceiver).,1
2622,This is a great product..... sure beats using your fingers!.,1
2624,All the other cases I've tried normally fall apart after a few months but this one seems to be in for the long haul.,1
2629,I recommend iGo to anyone with different brand cell phones/mp3 players in the family.,1
2631,"I posted more detailed comments under the grey or black phone, but i have the Fire Red and it's a great color!",1
2632,I did not have any problem with this item and would order it again if needed.,1
2634,"Not only did the software do a great job of this, I could also make my own ringtones form my existing CDs without an internet connection.",1
2635,im surprised this is a good quality car charger and there's not much reviews about it.,1
2636,These are fabulous!,1
2638,I used bitpim (a free program you can find on the internet)to transfer data to the phone.The price of the cable was excellent.,1
2641,Very wind-resistant.,1
2643,"They do not last forever, but is not overly expensive to replace.Easy to operate and the sound is much better than others I have tried.",1
2646,Phone is sturdy as all nokia bar phones are.,1
2647,Great phone.,1
2649,I'm pleased.,1
2651,I found the product to be easy to set up and use.,1
2655,"No ear loop needed, it's tiny and the sound is great.",1
2657,"The handsfree part works fine, but then the car tries to download the address book, and the Treo reboots.Overall, I still rate this device high.",1
2661,I'm happy about this purchase- good quality and low price.,1
2662,I love the look and feel of Samsung flipphones.,1
2663,Its well-designed and very sharp -- the blue is a very nice color.,1
2664,Does everything it should and more.,1
2666,Nice Sound.,1
2668,Much less than the jawbone I was going to replace it with.,1
2669,Setup went very smoothly.,1
2673,"It is well made, easy to access the phone and has a handy, detachable belt clip.",1
2678,"It works fine on my Motorola 325 cellphone, and a lot better than the worn-out battery did.",1
2679,The volume for the ringer is REAL good (you have choices how loud).,1
2683,I love the ringtones because they are so upbeat!,1
2685,Easy to pair with my Samsung Cell.,1
2689,Works well.,1
2691,Clear crisp sound.,1
2692,"I have to use the smallest earpieces provided, but it stays on pretty well.",1
2696,The phone can also take great pictures and even video clips.,1
2698,"Because both ears are occupied, background is not distracting at all.",1
2699,"Comfortable fit - you need your headset to be comfortable for at least an hour at a time, if not for an entire day.",1
2701,You can't beat the price on these.,1
2702,"* Comes with a strong light that you can use to light up your camera shots, and even flash SOS signals (seriously!",1
2703,lightweight and works well.,1
2705,I love this cable - it allows me to connect any mini-USB device to my PC.,1
2707,This is cool because most cases are just open there allowing the screen to get all scratched up.,1
2709,Appears to actually outperform the original battery from China that came with my V325i.,1
2713,"jabra ear gels ""R"" the best!.",1
2716,"It quit working after I'd used it for about 18 months, so I just purchased another one because this is the best headset I've ever owned.",1
2718,It was a great phone.,1
2720,"Good value, works fine - power via USB, car, or wall outlet.",1
2721,My phone doesn't slide around my car now and the grip prevents my phone from slipping out of my hand.,1
2722,This is simply the BEST bluetooth headset for sound quality!,1
2724,"In the span of an hour, I had two people exclaim ""Whoa - is that the new phone on TV?!?",1
2725,I have always used corded headsets and the freedom from the wireless is very helpful.,1
2726,"This case has passed the one year mark and while it shows signs of wear, it is 100% functional.",1
2727,"Other than that, the leather is nice and soft; the fit is very tight; the cut out for the face is a good shape.",1
2728,It has everything I need and I couldn't ask for more.,1
2730,This product is great... it makes working a lot easier I can go to the copier while waiting on hold for something.,1
2732,T-Mobile has the best customer service anywhere.,1
2733,Arrived quickly and much less expensive than others being sold.,1
2735,"Provides good protection and looks classy, too.",1
2736,Krussel Always good.,1
2737,"The tracfonewebsite is user friendly and makes it easy toactivate, etc.",1
2738,The design is very good.4.,1
2739,I great reception all the time.,1
2740,I would highly recommend this product.,1
2745,Fantastic buy and will get again for whatever my next phone is,1
2747,This BlueAnt Supertooth hands-free phone speaker is AWESOME.,1
2749,.... Item arrived quickly and works great with my Metro PCS Samsung SCH-r450 slider phone and Sony Premium Sound in ear plugs.,1
2750,"It is light, has plenty of battery capacity, and is very confortable to wear for somewhat extended periods of time.",1
2752,Blue Ant is easy to use.,1
2753,Cheap but hey it works.. Was pleasantly suprised given the low cost of this item.,1
2756,It's very convenient and simple to use - gets job done & makes the car ride so much smoother.,1
2758,The sound quality is excellent as well.,1
2759,Its the best headset I have used.,1
2761,They have been around for years and carries the highest quality of anti-glare screen protector that I have found to date.,1
2762,Just what I wanted.,1
2768,Great product.,1
2769,Crisp and Clear.,1
2773,The reception has been generally good.,1
2774,"Excellent sound, battery life and inconspicuous to boot!.",1
2775,Great bluetooth!.,1
2776,I highly recommend this case.,1
2777,WORTHWHILE.,1
2778,This is a great deal.,1
2787,It is simple to use and I like it.,1
2788,"It's a great tool for entertainment, communication, and data management.Oh, be sure to use ActiveSync 4.2 for optimal data synchronization results!",1
2791,I own 2 of these cases and would order another.,1
2792,Great Phone.,1
2793,I bought this battery with a coupon from Amazon and I'm very happy with my purchase.,1
2795,Perfect for the PS3.,1
2796,"Five star Plus, plus.",1
2797,A good quality bargain.. I bought this after I bought a cheapy from Big Lots that sounded awful and people on the other end couldn't hear me.,1
2800,"Good , works fine.",1
2801,For the price this was a great deal.,1
2802,"Great price, too!",1
2804,Yes it's shiny on front side - and I love it!,1
2807,The reception through this headset is excellent.,1
2808,2 thumbs up to this seller,1
2809,"I have a Verizon LG phone and they work well together, good reception and range that exceeds 20 feet line of sight.",1
2811,#1 It Works - #2 It is Comfortable.,1
2812,Battery charge-life is quite long.,1
2813,The Jabra EarGels fit my ears very well.,1
2816,Product is exactly as described.,1
2817,Gets a signal when other Verizon phones won't.,1
2819,I would recommend it.,1
2820,Plan on ordering from them again and again.,1
2821,"That being said, for a phone, the camera is very nice; many cool effects to play with, and video is decent as well.",1
2822,I have been very satisfied with this cell phone from day one.,1
2823,They keep getting better and better (this is my third one and I've had numerous Palms too).,1
2825,The shipping time was also very quick!,1
2827,Good case!.,1
2829,Really good product.,1
2850,It looks very nice.,1
2851,"This is an excellent tool, especially when paired with your phone's auto-answer.",1
2852,I have read other's reviews here but I haven't had any problem with it.,1
2854,Comfortable in my hand.,1
2857,(It works!),1
2862,So far it has worked like a charm.,1
2863,"I have only had it for a few weeks, but so far, so good.",1
2864,"But, in any case, the best part is, you can download these pictures to your laptop using IR, or even send pictures from your laptop to the phone.",1
2865,Would recommend this item.,1
2866,It's been my choice headset for years.Great sound; good volume; good noise cancellation.,1
2867,"Nice case, feels good in your hands.",1
2869,"Just really good.. So far, probably the best BT headset I have ever had.",1
2870,Works fine.,1
2871,I received my headset in good time and was happy with it.,1
2872,I was very pleased to see that I could replace my well travled swivel holster for my Blackberry flip.,1
2873,My sister has one also and she loves it.,1
2874,Good Quality.,1
2876,Excellent dual-purpose headset.,1
2877,Excellent!.,1
2879,"It seems completely secure, both holding on to my belt, and keeping the iPhone inside.",1
2882,The only good thing was that it fits comfortably on small ears.,1
2884,"I am pairing this with my iphone, and I could not be happier with it so far.",1
2887,Best headset ever!!!.,1
2889,It was that loud.Glad to say that the Plantronics 510 maintains a flawless connection to my cell and with no static during normal use.,1
2891,"Fits comfortably, came with three sizes of earbud tips.",1
2892,Excellent product for the price.,1
2895,It was quite comfortable in the ear.,1
2896,Great phone.,1
2899,The pairing of the two devices was so easy it barely took a couple minutes before I started making calls with the voice dialing feature.,1
2902,The cutouts and buttons are placed perfectly.,1
2903,I love being able to use one headset for both by land-line and cell.,1
2906,"But despite these few flaws, this case is of exceptional quality and well worth the additional costs of owning an official OEM product.",1
2908,"I can hear while I'm driving in the car, and usually don't even have to put it on it's loudest setting.",1
2909,Seller shipped quickly and much cheaper than the competitors.,1
2910,"Good show, Samsung.",1
2911,So I bought about 10 of these and saved alot of money.,1
2917,Leopard Print is wonderfully wild!.,1
2918,Works for me.,1
2920,much better than the hard plastic cases.,1
2922,Happy so far!.,1
2923,cool phone.,1
2924,Works good.,1
2925,Motorola finally got the voice quality of a bluetooth headset right.,1
2927,"but it is great, i would really recommend it",1
2934,"You get extra minutes so that you can carry out the call and not get cut off.""",1
2937,The headset fulfills my requirements so I am happy with my purchase.,1
2938,Logitech Bluetooth Headset is a 10!.,1
2939,"I like the fact that it rests lightly against your ear, rather than inside.",1
2940,A lot of websites have been rating this a very good phone and so do I.,1
2941,I have tried these cables with my computer and my iPod and it works just fine.,1
2945,It is easy to turn on and off when you are in the car and the volume controls are quite accessable.,1
2946,I have had mine for about a year and this Christmas I bought some for the rest of the family.,1
2947,"Otherwise, easy to install and use, clear sound.",1
2948,nice leather.,1
2950,It is a joy to use.,1
2952,Very satisifed with that.,1
2954,This is the phone to get for 2005.... I just bought my S710a and all I can say is WOW!,1
2956,Just reading on the specs alone makes you say WOW.,1
2957,Love it.. Great armband.,1
2958,I really like this product over the Motorola because it is allot clearer on the ear piece and the mic.,1
2960,I exchanged the sony ericson z500a for this and I'm pretty happy with that decision.,1
2961,I was very impressed with the price of the cases.,1
