,text,sentiment,clean_message
1328,"I go to far too many places and I've never seen any restaurant that serves a 1 egg breakfast, especially for $4.00.",0,i go to far too mani place and ive never see ani restaur that serv a 1 egg breakfast especi for 400
1329,When my mom and I got home she immediately got sick and she only had a few bites of salad.,0,when my mom and i get home she immedi get sick and she onli have a few bite of salad
1330,The servers are not pleasant to deal with and they don't always honor Pizza Hut coupons.,0,the server be not pleasant to deal with and they dont alway honor pizza hut coupon
1333,Everything was gross.,0,everyth be gross
1336,First - the bathrooms at this location were dirty- Seat covers were not replenished & just plain yucky!!!,0,first the bathroom at thi locat be dirti seat cover be not replenish just plain yucki
1337,"The burger... I got the ""Gold Standard"" a $17 burger and was kind of disappointed.",0,the burger i get the gold standard a 17 burger and be kind of disappoint
1339,There is nothing authentic about this place.,0,there be noth authent about thi place
1340,the spaghetti is nothing special whatsoever.,0,the spaghetti be noth special whatsoev
1344,The selection was probably the worst I've seen in Vegas.....there was none.,0,the select be probabl the bad ive see in vegasther be none
1350,We sat another ten minutes and finally gave up and left.,0,we sit anoth ten minut and final give up and leav
1351,He was terrible!,0,he be terribl
1353,It shouldn't take 30 min for pancakes and eggs.,0,it shouldnt take 30 min for pancak and egg
1356,"Sadly, Gordon Ramsey's Steak is a place we shall sharply avoid during our next trip to Vegas.",0,sadli gordon ramsey steak be a place we shall sharpli avoid dure our next trip to vega
1360,The buffet is small and all the food they offered was BLAND.,0,the buffet be small and all the food they offer be bland
1363,Definitely a turn off for me & i doubt I'll be back unless someone else is buying.,0,definit a turn off for me i doubt ill be back unless someon els be buy
1365,"I find wasting food to be despicable, but this just wasn't food.",0,i find wast food to be despic but thi just wasnt food
1366,My wife had the Lobster Bisque soup which was lukewarm.,0,my wife have the lobster bisqu soup which be lukewarm
1370,I left with a stomach ache and felt sick the rest of the day.,0,i leav with a stomach ach and felt sick the rest of the day
1371,They dropped more than the ball.,0,they drop more than the ball
1374,And the beans and rice were mediocre at best.,0,and the bean and rice be mediocr at best
1376,I took back my money and got outta there.,0,i take back my money and get outta there
1378,RUDE & INCONSIDERATE MANAGEMENT.,0,rude inconsider manag
1379,"The staff are now not as friendly, the wait times for being served are horrible, no one even says hi for the first 10 minutes.",0,the staff be now not a friendli the wait time for be serv be horribl no one even say hi for the first 10 minut
1380,I won't be back.,0,i wont be back
1383,The food was terrible.,0,the food be terribl
1384,WILL NEVER EVER GO BACK AND HAVE TOLD MANY PEOPLE WHAT HAD HAPPENED.,0,will never ever go back and have tell mani peopl what have happen
1385,I don't recommend unless your car breaks down in front of it and you are starving.,0,i dont recommend unless your car break down in front of it and you be starv
1387,This place deserves one star and 90% has to do with the food.,0,thi place deserv one star and 90 have to do with the food
1388,This is a disgrace.,0,thi be a disgrac
1396,I'm probably one of the few people to ever go to Ians and not like it.,0,im probabl one of the few peopl to ever go to ian and not like it
1400,This one is simply a disappointment.,0,thi one be simpli a disappoint
1401,"Overall, I was very disappointed with the quality of food at Bouchon.",0,overal i be veri disappoint with the qualiti of food at bouchon
1402,I don't have to be an accountant to know I'm getting screwed!,0,i dont have to be an account to know im get screw
1405,Left very frustrated.,0,left veri frustrat
1409,TOTAL WASTE OF TIME.,0,total wast of time
1412,"For service, I give them no stars.",0,for servic i give them no star
1414,I can take a little bad service but the food sucks.,0,i can take a littl bad servic but the food suck
1415,Gave up trying to eat any of the crust (teeth still sore).,0,give up tri to eat ani of the crust teeth still sore
1416,But now I was completely grossed out.,0,but now i be complet gross out
1421,"On the ground, right next to our table was a large, smeared, been-stepped-in-and-tracked-everywhere pile of green bird poop.",0,on the ground right next to our tabl be a larg smear beensteppedinandtrackedeverywher pile of green bird poop
1422,"Furthermore, you can't even find hours of operation on the website!",0,furthermor you cant even find hour of oper on the websit
1423,We've tried to like this place but after 10+ times I think we're done with them.,0,weve tri to like thi place but after 10 time i think be do with them
1424,What a mistake that was!,0,what a mistak that be
1427,Waiter was a jerk.,0,waiter be a jerk
1428,"Strike 2, who wants to be rushed.",0,strike 2 who want to be rush
1430,I never come again.,0,i never come again
1433,Ordered an appetizer and took 40 minutes and then the pizza another 10 minutes.,0,order an appet and take 40 minut and then the pizza anoth 10 minut
1435,It was a huge awkward 1.5lb piece of cow that was 3/4ths gristle and fat.,0,it be a huge awkward 15lb piec of cow that be 34th gristl and fat
1440,I'll take my business dinner dollars elsewhere.,0,ill take my busi dinner dollar elsewher
1443,Nothing special.,0,noth special
1446,Will not be back.,0,will not be back
1447,Sauce was tasteless.,0,sauc be tasteless
1450,I don't think we'll be going back anytime soon.,0,i dont think well be go back anytim soon
1452,I am far from a sushi connoisseur but I can definitely tell the difference between good food and bad food and this was certainly bad food.,0,i be far from a sushi connoisseur but i can definit tell the differ between good food and bad food and thi be certainli bad food
1453,I was so insulted.,0,i be so insult
1454,The last 3 times I had lunch here has been bad.,0,the last 3 time i have lunch here have be bad
1455,The chicken wings contained the driest chicken meat I have ever eaten.,0,the chicken wing contain the dri chicken meat i have ever eat
1460,Definitely not worth the $3 I paid.,0,definit not worth the 3 i pay
1463,The manager was the worst.,0,the manag be the bad
1466,I don't think I'll be running back to Carly's anytime soon for food.,0,i dont think ill be run back to carli anytim soon for food
1467,"This is was due to the fact that it took 20 minutes to be acknowledged, then another 35 minutes to get our food...and they kept forgetting things.",0,thi be be due to the fact that it take 20 minut to be acknowledg then anoth 35 minut to get our foodand they keep forget thing
1471,The one down note is the ventilation could use some upgrading.,0,the one down note be the ventil could use some upgrad
1473,Don't waste your time here.,0,dont wast your time here
1474,"Total letdown, I would much rather just go to the Camelback Flower Shop and Cartel Coffee.",0,total letdown i would much rather just go to the camelback flower shop and cartel coffe
1475,"Third, the cheese on my friend's burger was cold.",0,third the chees on my friend burger be cold
1480,We asked for the bill to leave without eating and they didn't bring that either.,0,we ask for the bill to leav without eat and they didnt bring that either
1482,Seafood was limited to boiled shrimp and crab legs but the crab legs definitely did not taste fresh.,0,seafood be limit to boil shrimp and crab leg but the crab leg definit do not tast fresh
1483,The selection of food was not the best.,0,the select of food be not the best
1487,I dont think I will be back for a very long time.,0,i dont think i will be back for a veri long time
1488,"It was attached to a gas station, and that is rarely a good sign.",0,it be attach to a ga station and that be rare a good sign
1492,"Worse of all, he humiliated his worker right in front of me..Bunch of horrible name callings.",0,bad of all he humili hi worker right in front of mebunch of horribl name call
1495,And then tragedy struck.,0,and then tragedi struck
1501,"I'd rather eat airline food, seriously.",0,id rather eat airlin food serious
1505,I would not recommend this place.,0,i would not recommend thi place
1506,Overall I wasn't very impressed with Noca.,0,overal i wasnt veri impress with noca
1507,My gyro was basically lettuce only.,0,my gyro be basic lettuc onli
1508,Terrible service!,0,terribl servic
1509,Thoroughly disappointed!,0,thoroughli disappoint
1516,it was a drive to get there.,0,it be a drive to get there
1518,"Anyway, I do not think i will go back there.",0,anyway i do not think i will go back there
1522,"A greasy, unhealthy meal.",0,a greasi unhealthi meal
1523,first time there and might just be the last.,0,first time there and might just be the last
1525,"Similarly, the delivery man did not say a word of apology when our food was 45 minutes late.",0,similarli the deliveri man do not say a word of apolog when our food be 45 minut late
1526,And it was way to expensive.,0,and it be way to expens
1534,Terrible management.,0,terribl manag
1536,If there were zero stars I would give it zero stars.,0,if there be zero star i would give it zero star
1538,Worst martini ever!,0,bad martini ever
1541,We waited for thirty minutes to be seated (although there were 8 vacant tables and we were the only folks waiting).,0,we wait for thirti minut to be seat although there be 8 vacant tabl and we be the onli folk wait
1543,I won't try going back there even if it's empty.,0,i wont tri go back there even if it empti
1544,"No, I'm going to eat the potato that I found some strangers hair in it.",0,no im go to eat the potato that i find some stranger hair in it
1547,"not even a ""hello, we will be right with you.""",0,not even a hello we will be right with you
1548,The desserts were a bit strange.,0,the dessert be a bit strang
1553,I guess maybe we went on an off night but it was disgraceful.,0,i guess mayb we go on an off night but it be disgrac
1554,"However, my recent experience at this particular location was not so good.",0,howev my recent experi at thi particular locat be not so good
1555,"I know this is not like the other restaurants at all, something is very off here!",0,i know thi be not like the other restaur at all someth be veri off here
1556,AVOID THIS ESTABLISHMENT!,0,avoid thi establish
1557,I think this restaurant suffers from not trying hard enough.,0,i think thi restaur suffer from not tri hard enough
1560,My salad had a bland vinegrette on the baby greens and hearts of Palm.,0,my salad have a bland vinegrett on the babi green and heart of palm
1561,After two I felt disgusting.,0,after two i felt disgust
1565,I will never go back to this place and will never ever recommended this place to anyone!,0,i will never go back to thi place and will never ever recommend thi place to anyon
1566,"The servers went back and forth several times, not even so much as an ""Are you being helped?""",0,the server go back and forth sever time not even so much a an be you be help
1568,AN HOUR... seriously?,0,an hour serious
1569,I consider this theft.,0,i consid thi theft
1570,Eew... This location needs a complete overhaul.,0,eew thi locat need a complet overhaul
1571,We recently witnessed her poor quality of management towards other guests as well.,0,we recent wit her poor qualiti of manag toward other guest a well
1572,Waited and waited and waited.,0,wait and wait and wait
1575,"The pizza tasted old, super chewy in not a good way.",0,the pizza tast old super chewi in not a good way
1576,I swung in to give them a try but was deeply disappointed.,0,i swung in to give them a tri but be deepli disappoint
1580,Boy was that sucker dry!!.,0,boy be that sucker dri
1581,Over rated.,0,over rat
1582,"If you look for authentic Thai food, go else where.",0,if you look for authent thai food go els where
1584,After I pulled up my car I waited for another 15 minutes before being acknowledged.,0,after i pull up my car i wait for anoth 15 minut befor be acknowledg
1587,I hate those things as much as cheap quality black olives.,0,i hate those thing as much a cheap qualiti black oliv
1589,The kids play area is NASTY!,0,the kid play area be nasti
1593,"It was extremely ""crumby"" and pretty tasteless.",0,it be extrem crumbi and pretti tasteless
1594,It was a pale color instead of nice and char and has NO flavor.,0,it be a pale color instead of nice and char and have no flavor
1596,I got home to see the driest damn wings ever!,0,i get home to see the dri damn wing ever
1599,Not good for the money.,0,not good for the money
1601,"We got sitting fairly fast, but, ended up waiting 40 minutes just to place our order, another 30 minutes before the food arrived.",0,we get sit fairli fast but end up wait 40 minut just to place our order anoth 30 minut befor the food arriv
1607,I just wanted to leave.,0,i just want to leav
1609,I will not be eating there again.,0,i will not be eat there again
1610,!....THE OWNERS REALLY REALLY need to quit being soooooo cheap let them wrap my freaking sandwich in two papers not one!,0,the owner realli realli need to quit be soooooo cheap let them wrap my freak sandwich in two paper not one
1611,I checked out this place a couple years ago and was not impressed.,0,i check out thi place a coupl year ago and be not impress
1612,"The chicken I got was definitely reheated and was only ok, the wedges were cold and soggy.",0,the chicken i get be definit reheat and be onli ok the wedg be cold and soggi
1613,"Sorry, I will not be getting food from here anytime soon :(",0,sorri i will not be get food from here anytim soon
1616,My friend did not like his Bloody Mary.,0,my friend do not like hi bloodi mari
1617,"Despite how hard I rate businesses, its actually rare for me to give a 1 star.",0,despit how hard i rate busi it actual rare for me to give a 1 star
1619,I will not return.,0,i will not return
1620,I had the chicken Pho and it tasted very bland.,0,i have the chicken pho and it tast veri bland
1621,Very disappointing!!!,0,veri disappoint
1623,"a drive thru means you do not want to wait around for half an hour for your food, but somehow when we end up going here they make us wait and wait.",0,a drive thru mean you do not want to wait around for half an hour for your food but somehow when we end up go here they make u wait and wait
1626,Best of luck to the rude and non-customer service focused new management.,0,best of luck to the rude and noncustom servic focu new manag
1627,Any grandmother can make a roasted chicken better than this one.,0,ani grandmoth can make a roast chicken well than thi one
1628,I asked multiple times for the wine list and after some time of being ignored I went to the hostess and got one myself.,0,i ask multipl time for the wine list and after some time of be ignor i go to the hostess and get one myself
1632,"Same evening, him and I are both drastically sick.",0,same even him and i be both drastic sick
1634,Ordered burger rare came in we'll done.,0,order burger rare come in well do
1636,Tried to go here for lunch and it was a madhouse.,0,tri to go here for lunch and it be a madhous
1638,"After waiting an hour and being seated, I was not in the greatest of moods.",0,after wait an hour and be seat i be not in the great of mood
1641,I'm not eating here!,0,im not eat here
1643,Maybe if they weren't cold they would have been somewhat edible.,0,mayb if they werent cold they would have be somewhat edibl
1644,This place has a lot of promise but fails to deliver.,0,thi place have a lot of promis but fail to deliv
1645,Very bad Experience!,0,veri bad experi
1646,What a mistake.,0,what a mistak
1647,Food was average at best.,0,food be averag at best
1649,We won't be going back anytime soon!,0,we wont be go back anytim soon
1650,Very Very Disappointed ordered the $35 Big Bay Plater.,0,veri veri disappoint order the 35 big bay plater
1653,"Not much flavor to them, and very poorly constructed.",0,not much flavor to them and veri poorli construct
1655,The fried rice was dry as well.,0,the fri rice be dri as well
1669,Google mediocre and I imagine Smashburger will pop up.,0,googl mediocr and i imagin smashburg will pop up
1670,dont go here.,0,dont go here
1672,As a sushi lover avoid this place by all means.,0,a a sushi lover avoid thi place by all mean
1677,The plantains were the worst I've ever tasted.,0,the plantain be the bad ive ever tast
1679,Service was slow and not attentive.,0,servic be slow and not attent
1681,Your staff spends more time talking to themselves than me.,0,your staff spend more time talk to themselv than me
1685,Total brunch fail.,0,total brunch fail
1691,"I probably won't be back, to be honest.",0,i probabl wont be back to be honest
1695,Went for lunch - service was slow.,0,go for lunch servic be slow
1696,"We had so much to say about the place before we walked in that he expected it to be amazing, but was quickly disappointed.",0,we have so much to say about the place befor we walk in that he expect it to be amaz but be quickli disappoint
1697,I was mortified.,0,i be mortifi
1698,"Needless to say, we will never be back here again.",0,needless to say we will never be back here again
1699,"Anyways, The food was definitely not filling at all, and for the price you pay you should expect more.",0,anyway the food be definit not fill at all and for the price you pay you should expect more
1700,"The chips that came out were dripping with grease, and mostly not edible.",0,the chip that come out be drip with greas and mostli not edibl
1701,I wasn't really impressed with Strip Steak.,0,i wasnt realli impress with strip steak
1705,I work in the hospitality industry in Paradise Valley and have refrained from recommending Cibo any longer.,0,i work in the hospit industri in paradis valley and have refrain from recommend cibo ani long
1707,Would not recommend to others.,0,would not recommend to other
1709,"I mean really, how do you get so famous for your fish and chips when it's so terrible!?!",0,i mean realli how do you get so famou for your fish and chip when it so terribl
1711,Not my thing.,0,not my thing
1713,If you are reading this please don't go there.,0,if you be read thi pleas dont go there
1717,Tonight I had the Elk Filet special...and it sucked.,0,tonight i have the elk filet specialand it suck
1719,We ordered some old classics and some new dishes after going there a few times and were sorely disappointed with everything.,0,we order some old classic and some new dish after go there a few time and be sore disappoint with everyth
1727,A FLY was in my apple juice.. A FLY!!!!!!!!,0,a fli be in my appl juic a fli
1730,"The food was barely lukewarm, so it must have been sitting waiting for the server to bring it out to us.",0,the food be bare lukewarm so it must have be sit wait for the server to bring it out to u
1731,Ryan's Bar is definitely one Edinburgh establishment I won't be revisiting.,0,ryan bar be definit one edinburgh establish i wont be revisit
1735,"Probably never coming back, and wouldn't recommend it.",0,probabl never come back and wouldnt recommend it
1736,"Friend's pasta -- also bad, he barely touched it.",0,friend pasta also bad he bare touch it
1741,It was way over fried.,0,it be way over fri
1742,I'm not sure how long we stood there but it was long enough for me to begin to feel awkwardly out of place.,0,im not sure how long we stand there but it be long enough for me to begin to feel awkwardli out of place
1743,"When I opened the sandwich, I was impressed, but not in a good way.",0,when i open the sandwich i be impress but not in a good way
1744,Will not be back!,0,will not be back
1748,"I have watched their prices inflate, portions get smaller and management attitudes grow rapidly!",0,i have watch their price inflat portion get small and manag attitud grow rapidli
1754,"Main thing I didn't enjoy is that the crowd is of older crowd, around mid 30s and up.",0,main thing i didnt enjoy be that the crowd be of old crowd around mid 30 and up
1756,I had to wait over 30 minutes to get my drink and longer to get 2 arepas.,0,i have to wait over 30 minut to get my drink and long to get 2 arepa
1759,The service was poor and thats being nice.,0,the servic be poor and that be nice
1761,The place was not clean and the food oh so stale!,0,the place be not clean and the food oh so stale
1762,"The chicken dishes are OK, the beef is like shoe leather.",0,the chicken dish be ok the beef be like shoe leather
1763,But the service was beyond bad.,0,but the servic be beyond bad
1765,Tasted like dirt.,0,tast like dirt
1770,My sashimi was poor quality being soggy and tasteless.,0,my sashimi be poor qualiti be soggi and tasteless
1772,"the food is not tasty at all, not to say its ""real traditional Hunan style"".",0,the food be not tasti at all not to say it real tradit hunan style
1773,"What did bother me, was the slow service.",0,what do bother me be the slow servic
1775,Their frozen margaritas are WAY too sugary for my taste.,0,their frozen margarita be way too sugari for my tast
1777,So in a nutshell: 1) The restaraunt smells like a combination of a dirty fish market and a sewer.,0,so in a nutshel 1 the restaraunt smell like a combin of a dirti fish market and a sewer
1778,My girlfriend's veal was very bad.,0,my girlfriend veal be veri bad
1779,"Unfortunately, it was not good.",0,unfortun it be not good
1783,Bland and flavorless is a good way of describing the barely tepid meat.,0,bland and flavorless be a good way of describ the bare tepid meat
1784,"The chains, which I'm no fan of, beat this place easily.",0,the chain which im no fan of beat thi place easili
1786,We will not be coming back.,0,we will not be come back
1791,Once your food arrives it's meh.,0,onc your food arriv it meh
1792,Paying $7.85 for a hot dog and fries that looks like it came out of a kid's meal at the Wienerschnitzel is not my idea of a good meal.,0,pay 785 for a hot dog and fri that look like it come out of a kid meal at the wienerschnitzel be not my idea of a good meal
1794,"My brother in law who works at the mall ate here same day, and guess what he was sick all night too.",0,my brother in law who work at the mall ate here same day and guess what he be sick all night too
1798,Mediocre food.,0,mediocr food
1800,I'm super pissd.,0,im super pissd
1802,Why are these sad little vegetables so overcooked?,0,whi be these sad littl veget so overcook
1805,"I had high hopes for this place since the burgers are cooked over a charcoal grill, but unfortunately the taste fell flat, way flat.",0,i have high hope for thi place sinc the burger be cook over a charcoal grill but unfortun the tast fell flat way flat
1807,Not a single employee came out to see if we were OK or even needed a water refill once they finally served us our food.,0,not a singl employe come out to see if we be ok or even need a water refil onc they final serv u our food
1810,The server was very negligent of our needs and made us feel very unwelcome... I would not suggest this place!,0,the server be veri neglig of our need and make u feel veri unwelcom i would not suggest thi place
1811,The service was terrible though.,0,the servic be terribl though
1812,"This place is overpriced, not consistent with their boba, and it really is OVERPRICED!",0,thi place be overpric not consist with their boba and it realli be overpric
1813,It was packed!!,0,it be pack
1816,The food was terrible.,0,the food be terribl
1818,It kept getting worse and worse so now I'm officially done.,0,it keep get bad and bad so now im offici do
1819,This place should honestly be blown up.,0,thi place should honestli be blow up
1820,But I definitely would not eat here again.,0,but i definit would not eat here again
1821,Do not waste your money here!,0,do not wast your money here
1824,Awful service.,0,aw servic
1825,Won't ever go here again.,0,wont ever go here again
1826,Food quality has been horrible.,0,food qualiti have be horribl
1827,For that price I can think of a few place I would have much rather gone.,0,for that price i can think of a few place i would have much rather go
1828,The service here is fair at best.,0,the servic here be fair at best
1829,"I do love sushi, but I found Kabuki to be over-priced, over-hip and under-services.",0,i do love sushi but i find kabuki to be overpric overhip and underservic
1830,Do yourself a favor and stay away from this dish.,0,do yourself a favor and stay away from thi dish
1831,Very poor service.,0,veri poor servic
1832,No one at the table thought the food was above average or worth the wait that we had for it.,0,no one at the tabl think the food be abov averag or worth the wait that we have for it
1835,I paid the bill but did not tip because I felt the server did a terrible job.,0,i pay the bill but do not tip becaus i felt the server do a terribl job
1837,I have never had such bland food which surprised me considering the article we read focused so much on their spices and flavor.,0,i have never have such bland food which surpris me consid the articl we read focu so much on their spice and flavor
1838,Food is way overpriced and portions are fucking small.,0,food be way overpr and portion be fuck small
1840,"for 40 bucks a head, i really expect better food.",0,for 40 buck a head i realli expect good food
1843,I won't be back.,0,i wont be back
1844,We could not believe how dirty the oysters were!,0,we could not believ how dirti the oyster be
1845,This place deserves no stars.,0,thi place deserv no star
1846,I would not recommend this place.,0,i would not recommend thi place
1848,"To my disbelief, each dish qualified as the worst version of these foods I have ever tasted.",0,to my disbelief each dish qualifi a the bad version of these food i have ever tast
1849,"Bad day or not, I have a very low tolerance for rude customer service people, it is your job to be nice and polite, wash dishes otherwise!!",0,bad day or not i have a veri low toler for rude custom servic peopl it be your job to be nice and polit wash dish otherwis
1851,I probably would not go here again.,0,i probabl would not go here again
1854,"The Wife hated her meal (coconut shrimp), and our friends really did not enjoy their meals, either.",0,the wife hat her meal coconut shrimp and our friend realli do not enjoy their meal either
1855,My fella got the huevos rancheros and they didn't look too appealing.,0,my fella get the huevo ranchero and they didnt look too appeal
1858,I probably won't be coming back here.,0,i probabl wont be come back here
1859,Worst food/service I've had in a while.,0,bad foodservic ive have in a while
1862,"Hot dishes are not hot, cold dishes are close to room temp.I watched staff prepare food with BARE HANDS, no gloves.Everything is deep fried in oil.",0,hot dish be not hot cold dish be close to room tempo watch staff prepar food with bare hand no gloveseveryth be deep fri in oil
1869,The feel of the dining room was more college cooking course than high class dining and the service was slow at best.,0,the feel of the dine room be more colleg cook cours than high class dine and the servic be slow at best
1870,"I started this review with two stars, but I'm editing it to give it only one.",0,i start thi review with two star but im edit it to give it onli one
1871,this is the worst sushi i have ever eat besides Costco's.,0,thi be the bad sushi i have ever eat besid costco
1874,Weird vibe from owners.,0,weird vibe from owner
1875,There was hardly any meat.,0,there be hardli ani meat
1876,I've had better bagels from the grocery store.,0,ive have good bagel from the groceri store
1879,"Now the burgers aren't as good, the pizza which used to be amazing is doughy and flavorless.",0,now the burger arent a good the pizza which use to be amaz be doughi and flavorless
1880,I found a six inch long piece of wire in my salsa.,0,i find a six inch long piec of wire in my salsa
1881,"The service was terrible, food was mediocre.",0,the servic be terribl food be mediocr
1883,I ordered Albondigas soup - which was just warm - and tasted like tomato soup with frozen meatballs.,0,i order albondiga soup which be just warm and tast like tomato soup with frozen meatbal
1884,"On three different occasions I asked for well done or medium well, and all three times I got the bloodiest piece of meat on my plate.",0,on three differ occas i ask for well do or medium well and all three time i get the bloodi piec of meat on my plate
1885,I had about two bites and refused to eat anymore.,0,i have about two bite and refus to eat anymor
1886,The service was extremely slow.,0,the servic be extrem slow
1887,"After 20 minutes wait, I got a table.",0,after 20 minut wait i get a tabl
1889,"No allergy warnings on the menu, and the waitress had absolutely no clue as to which meals did or did not contain peanuts.",0,no allergi warn on the menu and the waitress have absolut no clue a to which meal do or do not contain peanut
1892,Pricing is a bit of a concern at Mellow Mushroom.,0,price be a bit of a concern at mellow mushroom
1893,Worst Thai ever.,0,bad thai ever
1898,Highly unprofessional and rude to a loyal patron!,0,highli unprofession and rude to a loyal patron
1900,Spend your money elsewhere.,0,spend your money elsewher
1902,The Buffet at Bellagio was far from what I anticipated.,0,the buffet at bellagio be far from what i anticip
1903,"And the drinks are WEAK, people!",0,and the drink be weak peopl
1904,-My order was not correct.,0,my order be not correct
1905,"Also, I feel like the chips are bought, not made in house.",0,also i feel like the chip be buy not make in hous
1906,After the disappointing dinner we went elsewhere for dessert.,0,after the disappoint dinner we go elsewher for dessert
1908,We won't be returning.,0,we wont be return
1910,I seriously cannot believe that the owner has so many unexperienced employees that all are running around like chickens with their heads cut off.,0,i serious can not believ that the owner have so mani unexperienc employe that all be run around like chicken with their head cut off
1911,"Very, very sad.",0,veri veri sad
1912,"i felt insulted and disrespected, how could you talk and judge another human being like that?",0,i felt insult and disrespect how could you talk and judg anoth human be like that
1913,"How can you call yourself a steakhouse if you can't properly cook a steak, I don't understand!",0,how can you call yourself a steakhous if you cant properli cook a steak i dont understand
1914,I'm not impressed with the concept or the food.,0,im not impress with the concept or the food
1915,The only thing I wasn't too crazy about was their guacamole as I don't like it puréed.,0,the onli thing i wasnt too crazi about be their guacamol a i dont like it puré
1916,"There is really nothing for me at postinos, hope your experience is better",0,there be realli noth for me at postino hope your experi be well
1917,I got food poisoning here at the buffet.,0,i get food poison here at the buffet
1918,They brought a fresh batch of fries and I was thinking yay something warm but no!,0,they bring a fresh batch of fri and i be think yay someth warm but no
1919,"What SHOULD have been a hilarious, yummy Christmas Eve dinner to remember was the biggest fail of the entire trip for us.",0,what should have be a hilari yummi christma eve dinner to rememb be the big fail of the entir trip for u
1920,"Needless to say, I won't be going back anytime soon.",0,needless to say i wont be go back anytim soon
1921,This place is disgusting!,0,thi place be disgust
1923,The RI style calamari was a joke.,0,the ri style calamari be a joke
1924,"However, there was so much garlic in the fondue, it was barely edible.",0,howev there be so much garlic in the fondu it be bare edibl
1925,"I could barely stomach the meal, but didn't complain because it was a business lunch.",0,i could bare stomach the meal but didnt complain becaus it be a busi lunch
1926,"It was so bad, I had lost the heart to finish it.",0,it be so bad i have lose the heart to finish it
1927,It also took her forever to bring us the check when we asked for it.,0,it also take her forev to bring u the check when we ask for it
1928,We aren't ones to make a scene at restaurants but I just don't get it...definitely lost the love after this one!,0,we arent one to make a scene at restaur but i just dont get itdefinit lose the love after thi one
1929,Disappointing experience.,0,disappoint experi
1930,"The food is about on par with Denny's, which is to say, not good at all.",0,the food be about on par with denni which be to say not good at all
1931,"If you want to wait for mediocre food and downright terrible service, then this is the place for you.",0,if you want to wait for mediocr food and downright terribl servic then thi be the place for you
1932,WAAAAAAyyyyyyyyyy over rated is all I am saying.,0,waaaaaayyyyyyyyyi over rat be all i be say
1933,We won't be going back.,0,we wont be go back
1934,The place was fairly clean but the food simply wasn't worth it.,0,the place be fairli clean but the food simpli wasnt worth it
1935,This place lacked style!!,0,thi place lack style
1936,"The sangria was about half of a glass wine full and was $12, ridiculous.",0,the sangria be about half of a glass wine full and be 12 ridicul
1937,Don't bother coming here.,0,dont bother come here
1938,"The meat was pretty dry, I had the sliced brisket and pulled pork.",0,the meat be pretti dri i have the slice brisket and pull pork
1939,"The building itself seems pretty neat; the bathroom is pretty trippy, but I wouldn't eat here again.",0,the build itself seem pretti neat the bathroom be pretti trippi but i wouldnt eat here again
1940,It was equally awful.,0,it be equal aw
1941,Probably not in a hurry to go back.,0,probabl not in a hurri to go back
1942,very slow at seating even with reservation.,0,veri slow at seat even with reserv
1943,Not good by any stretch of the imagination.,0,not good by ani stretch of the imagin
1944,The cashew cream sauce was bland and the vegetables were undercooked.,0,the cashew cream sauc be bland and the veget be undercook
1945,"The chipolte ranch dipping sause was tasteless, seemed thin and watered down with no heat.",0,the chipolt ranch dip saus be tasteless seem thin and water down with no heat
1946,"It was a bit too sweet, not really spicy enough, and lacked flavor.",0,it be a bit too sweet not realli spici enough and lack flavor
1947,I was VERY disappointed!!,0,i be veri disappoint
1948,This place is horrible and way overpriced.,0,thi place be horribl and way overpric
1949,"Maybe it's just their Vegetarian fare, but I've been twice and I thought it was average at best.",0,mayb it just their vegetarian fare but ive be twice and i think it be averag at best
1950,It wasn't busy at all and now we know why.,0,it wasnt busi at all and now we know whi
1951,The tables outside are also dirty a lot of the time and the workers are not always friendly and helpful with the menu.,0,the tabl outsid be also dirti a lot of the time and the worker be not alway friendli and help with the menu
1952,"The ambiance here did not feel like a buffet setting, but more of a douchey indoor garden for tea and biscuits.",0,the ambianc here do not feel like a buffet set but more of a douchey indoor garden for tea and biscuit
1953,Con: spotty service.,0,con spotti servic
1954,"The fries were not hot, and neither was my burger.",0,the fri be not hot and neither be my burger
1955,But then they came back cold.,0,but then they come back cold
1956,"Then our food came out, disappointment ensued.",0,then our food come out disappoint ensu
1957,The real disappointment was our waiter.,0,the real disappoint be our waiter
1958,My husband said she was very rude... did not even apologize for the bad food or anything.,0,my husband say she be veri rude do not even apolog for the bad food or anyth
1959,The only reason to eat here would be to fill up before a night of binge drinking just to get some carbs in your stomach.,0,the onli reason to eat here would be to fill up befor a night of bing drink just to get some carb in your stomach
1960,"Insults, profound deuchebaggery, and had to go outside for a smoke break while serving just to solidify it.",0,insult profound deuchebaggeri and have to go outsid for a smoke break while serv just to solidifi it
1961,If someone orders two tacos don't' you think it may be part of customer service to ask if it is combo or ala cart?,0,if someon order two taco dont you think it may be part of custom servic to ask if it be combo or ala cart
1962,She was quite disappointed although some blame needs to be placed at her door.,0,she be quit disappoint although some blame need to be place at her door
1963,After all the rave reviews I couldn't wait to eat here......what a disappointment!,0,after all the rave review i couldnt wait to eat herewhat a disappoint
1964,Del Taco is pretty nasty and should be avoided if possible.,0,del taco be pretti nasti and should be avoid if possibl
1965,It's NOT hard to make a decent hamburger.,0,it not hard to make a decent hamburg
1966,But I don't like it.,0,but i dont like it
1967,Hell no will I go back,0,hell no will i go back
